ROWID,fir_number,brief_facts,crime_category,date_reported,district,police_station,status,latitude,longitude,gravity,crime_major_head,crime_minor_head,court_name,incident_from_date,incident_to_date,info_received_date
1252,SHHP-0009/2025,"On 04/09/2025 around 10:45 AM, the complainant's son was forcibly taken into a white van by three unknown persons near Shahapur. A ransom call demanding Rs. 1,618,000 was received the same evening from an unregistered number. Technical teams are tracing the call.",FIR,2025-09-07,Belagavi,Shahapur PS,Charge Sheeted,15.892711,74.530285,Heinous,Crimes Against Body,Kidnapping,Belagavi District Court,2025-09-04 10:38:00,2025-09-04 10:51:00,2025-09-05 00:41:39
1253,CBBN-0059/2025,"On 05/09/2025 around 9:45 PM, about 158 persons assembled unlawfully near the market road in Cubbon Park in violation of prohibitory orders, blocking the highway and raising slogans over a civic issue. The assembly was dispersed and ringleaders were identified from video footage.",Zero FIR,2025-09-06,Bengaluru City,Cubbon Park PS,Under Investigation,12.965121,77.567757,Non-Heinous,Public Order,Unlawful Assembly,Bengaluru City District Court,2025-09-05 21:37:00,2025-09-05 23:57:00,2025-09-06 10:40:14
1254,VNBN-0013/2025,"Patrol staff noticed a red Splendor motorcycle being ridden around 7:15 PM on 05/09/2025 in a zig-zag manner at high speed near Vinoba Nagar, performing wheelies amid traffic. The rider, without a valid licence, was intercepted after a short chase near Kote.",FIR,2025-09-06,Shivamogga,Vinoba Nagar PS,Closed,13.962263,75.600911,Non-Heinous,Road Incidents,Rash Driving,Shivamogga District Court,2025-09-05 19:40:00,2025-09-05 22:26:00,2025-09-06 07:45:03
1255,CBBN-0060/2025,"The complainant of Cubbon Park reported that the accused has been following her daily from her office to her residence since the past month, waiting near the market road around 4:45 PM and repeatedly calling from different numbers. On 05/09/2025 he threatened her when she confronted him.",FIR,2025-09-07,Bengaluru City,Cubbon Park PS,Closed,12.972333,77.562905,Non-Heinous,Crimes Against Women,Stalking,Bengaluru City District Court,2025-09-05 16:07:00,2025-09-05 19:31:00,2025-09-05 23:56:18
1256,STTN-0017/2025,"Acting on a tip-off, a raid was conducted on 05/09/2025 around 4:45 PM at a rented room in Station Bazar where 3 kg of ganja packed in small pouches was recovered along with cash of Rs. 35,000. The accused was peddling near the Brahmpur college campus.",FIR,2025-09-05,Kalaburagi,Station Bazar PS,Under Investigation,17.273631,76.818944,Non-Heinous,Narcotics,Ganja Possession,Kalaburagi District Court,2025-09-05 16:44:00,2025-09-05 19:23:00,2025-09-05 20:07:38
1257,KTKO-0009/2025,"The complainant reported that on 05/09/2025 around 3:00 PM his neighbour in Kote, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",UDR,2025-09-06,Shivamogga,Kote PS,Under Investigation,13.9057,75.555432,Non-Heinous,Crimes Against Body,Assault,Shivamogga District Court,2025-09-05 15:05:00,2025-09-05 17:57:00,2025-09-06 02:58:13
1258,CBBN-0061/2025,"On 05/09/2025 around 9:30 PM, the accused drove a black Scorpio SUV in a rash and negligent manner near the main road junction in Cubbon Park, endangering pedestrians and colliding with a parked black Pulsar motorcycle. The vehicle was seized and the driver subjected to a medical test.",FIR,2025-09-07,Bengaluru City,Cubbon Park PS,Under Investigation,12.915012,77.557292,Non-Heinous,Road Incidents,Rash Driving,Bengaluru City District Court,2025-09-05 21:18:00,2025-09-05 23:59:00,2025-09-07 04:17:09
1259,OLDH-0014/2025,"On 05/09/2025, the complainant reported that an online acquaintance induced her to invest in a fake cryptocurrency platform showing fabricated profits. She invested Rs. 168,000 in tranches from her account in Old Hubballi. The platform domain was registered abroad and has since gone offline.",FIR,2025-09-09,Hubballi-Dharwad,Old Hubballi PS,Charge Sheeted,15.406124,75.100364,Non-Heinous,Cyber Crimes,Investment Scam,Hubballi-Dharwad District Court,2025-09-05 19:56:00,2025-09-05 22:16:00,2025-09-07 14:45:07
1260,KHDB-0012/2025,"The complainant of Khade Bazar reported that the accused has been following her daily from her office to her residence since the past month, waiting near the main road junction around 1:15 PM and repeatedly calling from different numbers. On 05/09/2025 he threatened her when she confronted him.",FIR,2025-09-05,Belagavi,Khade Bazar PS,Charge Sheeted,15.891956,74.543482,Non-Heinous,Crimes Against Women,Stalking,Belagavi District Court,2025-09-05 13:20:00,2025-09-05 13:57:00,2025-09-05 18:45:52
1261,CBBN-0062/2025,"On 06/09/2025, the complainant of Cubbon Park stated that her husband, addicted to alcohol, has been beating her frequently and taunting her over dowry. The previous night around 12:45 AM he assaulted her with a belt in front of the children. Medical examination was conducted at the district hospital.",FIR,2025-09-08,Bengaluru City,Cubbon Park PS,Closed,12.913826,77.555525,Non-Heinous,Crimes Against Women,Domestic Cruelty,Bengaluru City District Court,2025-09-06 00:25:00,2025-09-06 02:10:00,2025-09-07 23:58:43
1262,WHTF-0041/2025,"On 06/09/2025 around 11:00 PM, the accused drove a silver Swift car in a rash and negligent manner near the college gate in Whitefield, endangering pedestrians and colliding with a parked black Apache motorcycle. The vehicle was seized and the driver subjected to a medical test.",FIR,2025-09-08,Bengaluru City,Whitefield PS,Closed,12.96351,77.56932,Non-Heinous,Road Incidents,Rash Driving,Bengaluru City District Court,2025-09-06 23:41:00,2025-09-06 23:43:00,2025-09-08 13:04:52
1263,PNSN-0014/2025,"On 06/09/2025, the complainant reported that morphed photographs of her were being circulated on social media by an account demanding money to take them down. She resides in Pension Mohalla and suspects a former colleague. Preservation requests have been sent to the platform.",FIR,2025-09-07,Hassan,Pension Mohalla PS,Charge Sheeted,12.985072,76.112046,Non-Heinous,Cyber Crimes,Social Media Harassment,Hassan District Court,2025-09-06 13:44:00,2025-09-06 16:05:00,2025-09-07 00:46:11
1264,DVRJ-0009/2025,"On 06/09/2025 around 4:00 AM, about 81 persons assembled unlawfully near the temple street in Devaraja in violation of prohibitory orders, blocking the highway and raising slogans over a civic issue. The assembly was dispersed and ringleaders were identified from video footage.",FIR,2025-09-07,Mysuru,Devaraja PS,Closed,12.325494,76.649208,Non-Heinous,Public Order,Unlawful Assembly,Mysuru District Court,2025-09-06 04:21:00,2025-09-06 07:35:00,2025-09-07 11:21:26
1265,MLPM-0004/2025,"On 06/09/2025 around 10:45 AM, three unknown persons armed with knives waylaid the complainant near the park entrance in Malpe and robbed him of cash Rs. 21,000, a gold ring and his mobile phone. The accused threatened him with dire consequences before escaping on a black Pulsar motorcycle.",UDR,2025-09-07,Udupi,Malpe PS,Charge Sheeted,13.373526,74.744825,Heinous,Property Crimes,Robbery,Udupi District Court,2025-09-06 10:38:00,2025-09-06 14:31:00,2025-09-07 04:35:34
1266,CHWK-0016/2025,"On the night of 07/09/2025, unknown persons broke the rear door lock of the complainant's residence in Chowk and committed theft of gold ornaments and cash totalling Rs. 475,000 while the family was away at their native place. Neighbours reported a silver Swift car parked near the gate around 4:45 AM.",FIR,2025-09-07,Kalaburagi,Chowk PS,Charge Sheeted,17.310343,76.874278,Non-Heinous,Property Crimes,House Burglary,Kalaburagi District Court,2025-09-07 04:50:00,2025-09-07 05:20:00,2025-09-07 12:56:46
1267,INDR-0044/2025,"On credible information, police intercepted a red Splendor motorcycle near Indiranagar on 07/09/2025 around 3:45 PM and seized LSD strips and MDMA crystals worth Rs. 707,000 from the rider. The accused was supplying synthetic drugs to students around Whitefield. Forward and backward linkages are being investigated.",FIR,2025-09-09,Bengaluru City,Indiranagar PS,Closed,12.977711,77.569001,Non-Heinous,Narcotics,Synthetic Drugs Peddling,Bengaluru City District Court,2025-09-07 15:46:00,2025-09-07 17:32:00,2025-09-09 09:38:05
1268,MSKM-0007/2025,"On 07/09/2025 around 6:15 PM, on credible information, the police intercepted a person near the temple street in MSK Mill and on search found 7 kg of ganja concealed in a gunny bag intended for sale to local youth. The contraband was seized under a mahazar and the accused was arrested on the spot.",FIR,2025-09-08,Kalaburagi,MSK Mill PS,Closed,17.380525,76.805285,Non-Heinous,Narcotics,Ganja Possession,Kalaburagi District Court,2025-09-07 18:10:00,2025-09-07 18:51:00,2025-09-08 08:33:13
1269,BDDB-0003/2025,"On credible information, police intercepted a black Apache motorcycle near Bidadi on 08/09/2025 around 1:00 PM and seized LSD strips and MDMA crystals worth Rs. 581,000 from the rider. The accused was supplying synthetic drugs to students around Ramanagara Town. Forward and backward linkages are being investigated.",FIR,2025-09-10,Ramanagara,Bidadi PS,Charge Sheeted,12.758177,77.305537,Non-Heinous,Narcotics,Synthetic Drugs Peddling,Ramanagara District Court,2025-09-08 13:52:00,2025-09-08 14:33:00,2025-09-09 14:47:18
1270,JYNG-0053/2025,"The complainant of Jayanagar reported that the accused took an advance of Rs. 811,000 on 08/09/2025 promising to supply construction material, but neither supplied the goods nor returned the amount and is now evading calls. The accused issued a cheque which was dishonoured.",FIR,2025-09-09,Bengaluru City,Jayanagar PS,Under Investigation,12.928508,77.56342,Non-Heinous,Economic Offences,Cheating,Bengaluru City District Court,2025-09-08 18:45:00,2025-09-08 19:20:00,2025-09-09 02:24:50
1271,DHRW-0015/2025,"The complainant reported that when the family returned to their house in Dharwad Town on 10/09/2025, the main door latch was found broken and gold jewellery, a laptop and cash amounting to Rs. 394,000 were missing. Entry appears to have been made around 2:30 AM through the terrace door.",FIR,2025-09-11,Hubballi-Dharwad,Dharwad Town PS,Charge Sheeted,15.342725,75.087311,Non-Heinous,Property Crimes,House Burglary,Hubballi-Dharwad District Court,2025-09-10 02:06:00,2025-09-10 05:09:00,2025-09-11 13:56:37
1272,OLDH-0015/2025,"The complainant reported that while shopping at the Old Hubballi market on 10/09/2025 around 8:30 AM, an unknown person snatched her mobile phone worth Rs. 47,000 and disappeared into the crowd towards Dharwad Town.",FIR,2025-09-12,Hubballi-Dharwad,Old Hubballi PS,Charge Sheeted,15.359533,75.180846,Non-Heinous,Property Crimes,Mobile Phone Theft,Hubballi-Dharwad District Court,2025-09-10 08:48:00,2025-09-10 09:26:00,2025-09-12 06:00:03
1273,KDRK-0010/2025,"On 10/09/2025 around 6:15 PM, the complainant was walking near the college gate in Kadri when two unidentified men on a blue Activa scooter approached from behind and snatched her gold chain of 48 grams worth Rs. 186,000. The riders sped away towards Barke before anyone could note the registration number.",FIR,2025-09-12,Mangaluru,Kadri PS,Closed,12.882976,74.834533,Non-Heinous,Property Crimes,Chain Snatching,Mangaluru District Court,2025-09-10 18:16:00,2025-09-10 20:12:00,2025-09-12 05:33:00
1274,DVRJ-0010/2025,"On 10/09/2025 around 12:00 PM, the complainant's mobile phone worth Rs. 67,000 was stolen from his pocket while boarding a crowded bus near the main road junction in Devaraja. The IMEI number has been noted for tracking.",FIR,2025-09-11,Mysuru,Devaraja PS,Under Investigation,12.265368,76.606317,Non-Heinous,Property Crimes,Mobile Phone Theft,Mysuru District Court,2025-09-10 12:04:00,2025-09-10 13:50:00,2025-09-11 23:38:07
1275,CBBN-0063/2025,"The complainant reported that on 11/09/2025 around 3:00 PM his neighbour in Cubbon Park, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",FIR,2025-09-11,Bengaluru City,Cubbon Park PS,Under Investigation,12.919805,77.562978,Non-Heinous,Crimes Against Body,Assault,Bengaluru City District Court,2025-09-11 15:31:00,2025-09-11 19:15:00,2025-09-11 17:48:14
1276,BRKB-0008/2025,The complainant reported that his 15-year-old daughter left home in Barke for tuition on 11/09/2025 around 10:15 AM and did not return. Investigation revealed she was last seen near the temple street boarding a silver Swift car. A kidnapping case has been registered and special teams dispatched.,FIR,2025-09-13,Mangaluru,Barke PS,Under Investigation,12.93253,74.816819,Heinous,Crimes Against Body,Kidnapping,Mangaluru District Court,2025-09-11 10:22:00,2025-09-11 11:10:00,2025-09-13 03:46:44
1277,WHTF-0042/2025,"The complainant of Whitefield reported that the accused took an advance of Rs. 412,000 on 12/09/2025 promising to supply construction material, but neither supplied the goods nor returned the amount and is now evading calls. The accused issued a cheque which was dishonoured.",FIR,2025-09-15,Bengaluru City,Whitefield PS,Charge Sheeted,12.969801,77.561142,Non-Heinous,Economic Offences,Cheating,Bengaluru City District Court,2025-09-12 15:45:00,2025-09-12 18:43:00,2025-09-14 07:56:23
1278,SRSW-0022/2025,"On 12/09/2025, the complainant, employed at a private firm in Saraswathipuram, reported persistent harassment by a co-worker who follows her around 9:30 AM and makes unwelcome advances despite repeated warnings from the management.",FIR,2025-09-13,Mysuru,Saraswathipuram PS,Charge Sheeted,12.259587,76.589003,Non-Heinous,Crimes Against Women,Harassment,Mysuru District Court,2025-09-12 09:48:00,2025-09-12 10:43:00,2025-09-13 13:38:49
1279,WHTF-0043/2025,"On 12/09/2025, the complainant reported that morphed photographs of her were being circulated on social media by an account demanding money to take them down. She resides in Whitefield and suspects a former colleague. Preservation requests have been sent to the platform.",FIR,2025-09-15,Bengaluru City,Whitefield PS,Closed,12.922513,77.546871,Non-Heinous,Cyber Crimes,Social Media Harassment,Bengaluru City District Court,2025-09-12 13:11:00,2025-09-12 15:03:00,2025-09-13 17:01:28
1280,STTN-0018/2025,"On 12/09/2025 around 5:00 PM, on credible information, the police intercepted a person near the vegetable market in Station Bazar and on search found 5 kg of ganja concealed in a gunny bag intended for sale to local youth. The contraband was seized under a mahazar and the accused was arrested on the spot.",FIR,2025-09-12,Kalaburagi,Station Bazar PS,Under Investigation,17.283435,76.80462,Non-Heinous,Narcotics,Ganja Possession,Kalaburagi District Court,2025-09-12 17:30:00,2025-09-12 17:45:00,2025-09-12 22:40:40
